Date,Bitcoin
2018/3/13,13791.19
2018/3/14,13852.92
2018/3/15,14012.196
2018/3/16,13554.14
2018/3/17,11116.94667
2018/3/18,11345.42333
2018/3/19,11174.82
2018/3/20,12950.79333
2018/3/21,11505.228
2018/3/22,11513.42
2018/3/23,11223.064
2018/3/24,11282.25833
2018/3/25,11392.03
2018/3/26,10969.815
2018/3/27,11524.77667
2018/3/28,11431.37
2018/3/29,11212.655
2018/3/30,10184.06167
2018/3/31,10082.52
2018/4/1,9083.258333
2018/4/2,8901.901667
2018/4/3,8852.73
2018/4/4,8400.648333
2018/4/5,6838.816667
2018/4/6,6925.46
2018/4/7,8099.958333
2018/4/8,8240.536667
2018/4/9,8245.08
2018/4/10,8319.876566
2018/4/11,8343.455
2018/4/12,8068.02
2018/4/13,8597.7675
2018/4/14,9334.633333
2018/4/15,9471.64
2018/4/16,10127.16167
2018/4/17,10841.99167
2018/4/18,11085.83
2018/4/19,11110.965
2018/4/20,11390.39167
2018/4/21,11245.98
2018/4/22,9931.071667
2018/4/23,10162.11667
2018/4/24,10171.3
2018/4/25,9696.593333
2018/4/26,10348.60333
2018/4/27,10319.46
2018/4/28,10370.165
2018/4/29,11009.38167
2018/4/30,10931.12
2018/5/1,11326.94833
2018/5/2,11430.18167
2018/5/3,11516.83
2018/5/4,10763.19833
2018/5/5,10118.058
2018/5/6,9920.46
2018/5/7,9089.278333
2018/5/8,8746.002
2018/5/9,8777.37
2018/5/10,9182.843333
2018/5/11,9154.7
2018/5/12,9153.54
2018/5/13,8358.121667
2018/5/14,8530.402
2018/5/15,8297.89
2018/5/16,8171.415
2018/5/17,8412.033333
2018/5/18,8605.64
2018/5/19,8947.753333
2018/5/20,8690.408333
2018/5/21,8725.37
2018/5/22,8662.378333
2018/5/23,8617.296667
2018/5/24,8457.96
2018/5/25,7876.195
2018/5/26,7960.38
2018/5/27,7950.61
2018/5/28,6882.531667
2018/5/29,6935.48
2018/5/30,6937.56
2018/5/31,7035.848333
2018/6/1,7410.435
2018/6/2,7426.48
2018/6/3,6826.51
2018/6/4,6603.876667
2018/6/5,6634.68
2018/6/6,7017.656667
2018/6/7,6699.273333
2018/6/8,6784.41
2018/6/9,6926.266667
2018/6/10,7847.845
2018/6/11,7941.46
2018/6/12,8036.511051
2018/6/13,8340.748333
2018/6/14,8368.1
2018/6/15,7895.416926
2018/6/16,8164.937426
2018/6/17,8175.96
2018/6/18,8852.718333
2018/6/19,8807.205
2018/6/20,8930.6
2018/6/21,8933.861667
2018/6/22,9555.542
2018/6/23,9658.11
2018/6/24,9258.398333
2018/6/25,9010.32
2018/6/26,8928.55
2018/6/27,9334.281667
2018/6/28,9259.57
2018/6/29,9239.55
2018/6/30,9221.426
2018/7/1,9639.268333
2018/7/2,9753.35
2018/7/3,9803.306667
2018/7/4,9630.136277
2018/7/5,9631.44
2018/7/6,9228.608333
2018/7/7,9322.041667
2018/7/8,9310.37
2018/7/9,8468.788
2018/7/10,8484.346667
2018/7/11,8463.52
2018/7/12,8652.038333
2018/7/13,8511.458
2018/7/14,8471.06
2018/7/15,8106.118333
2018/7/16,8240.055
2018/7/17,8239.08
2018/7/18,8507.406667
2018/7/19,8385.556187
2018/7/20,8396.63
2018/7/21,7555.74
2018/7/22,7566.193333
2018/7/23,7576.78
2018/7/24,7342.908333
2018/7/25,7361.831667
2018/7/26,7344.56
2018/7/27,7459.876667
2018/7/28,7385.395
2018/7/29,7386.72
2018/7/30,7535.146667
2018/7/31,7645.146667
2018/8/1,7637.14
2018/8/2,7500.273333
2018/8/3,7615.722142
2018/8/4,7619.43
2018/8/5,7676.271667
2018/8/6,7620.153333
2018/8/7,7615.54
2018/8/8,6776.888333
2018/8/9,6875.678333
2018/8/10,6879.31
2018/8/11,6315.7
2018/8/12,6647.013333
2018/8/13,6637.41
2018/8/14,6509.426667
2018/8/15,6464.411667
2018/8/16,6445.79
2018/8/17,6737
2018/8/18,6714.718333
2018/8/19,6760.83
2018/8/20,6332.573333
2018/8/21,6141.605833
2018/8/22,6170.46
2018/8/23,6211.4475
2018/8/24,6218.595
2018/8/25,6097.46
2018/8/26,6107.896154
2018/8/27,5908.7025
2018/8/28,6223.28
2018/8/29,6374.754167
2018/8/30,6466.069167
2018/8/31,6626.44
2018/9/1,6593.289167
2018/9/2,6603.376667
2018/9/3,6555.51
2018/9/4,6594.281667
2018/9/5,6753.559167
2018/9/6,6724.04
2018/9/7,6510.791667
2018/9/8,6377.363333
2018/9/9,6403.18
2018/9/10,6244.3575
2018/9/11,6241
2018/9/12,6248.84
2018/9/13,6514.390833
2018/9/14,6869.910833
2018/9/15,7321.62
2018/9/16,7396.401667
2018/9/17,7428.045
2018/9/18,7334.99
2018/9/19,7451.289167
2018/9/20,7689.884167
2018/9/21,7715.1
2018/9/22,8251.165
2018/9/23,8187.324167
2018/9/24,7939.81
2018/9/25,8182.251667
2018/9/26,8206.341667
2018/9/27,8220.91
2018/9/28,7916.800833
2018/9/29,7570.869167
2018/9/30,7607.7
2018/10/1,7394.499167
2018/10/2,7247.769167
2018/10/3,7011.28
2018/10/4,6988.079167
2018/10/5,6993.513333
2018/10/6,6718.23
2018/10/7,6396.7725
2018/10/8,6396.494667
2018/10/9,6138.96
2018/10/10,6311.131667
2018/10/11,6347.07
2018/10/12,6252.13
2018/10/13,6362.676923
2018/10/14,6342.629231
2018/10/15,6312.75
2018/10/16,6436.720833
2018/10/17,6404.063333
2018/10/18,6486.58
2018/10/19,6401.246154
2018/10/20,6575.229167
2018/10/21,6354.57
2018/10/22,6543.645714
2018/10/23,6719.429231
2018/10/24,6738.27
2018/10/25,6719.266154
2018/10/26,7000.04
2018/10/27,7078.19
2018/10/28,6932.6625
2018/10/29,6981.946154
2018/10/30,7018.78
2018/10/31,7247.935385
2018/11/1,7260.949231
2018/11/2,7265.08
2018/11/3,7113.069231
2018/11/4,6433.271667
2018/11/5,6501.19
2018/11/6,6366.1075
2018/11/7,6286.425833
2018/11/8,6240.98
2018/11/9,6296.320833
2018/11/10,6273.1375
2018/11/11,6326.04
2018/11/12,6499.0625
2018/11/13,6518.655
2018/11/14,6522.39
2018/11/15,6400.600833
2018/11/16,6296.631667
2018/11/17,6342.39
2018/11/18,6418.562667
2018/11/19,6669.990833
2018/11/20,6756.12
2018/11/21,6710.445
2018/11/22,6639.304167
2018/11/23,6583.45
2018/11/24,6468.631667
2018/11/25,6535.476667
2018/11/26,6686.08
2018/11/27,6550.474167
2018/11/28,6593.135
2018/11/29,6611.02
2018/11/30,6562.641667
2018/12/1,6470.4025
2018/12/2,6483.73
2018/12/3,6568.549167
2018/12/4,6581.486667
2018/12/5,6573.62
2018/12/6,6618.567692
2018/12/7,6621.711667
2018/12/8,6626.85
2018/12/9,6248.635833
2018/12/10,6260.530833
2018/12/11,6247
2018/12/12,6299.399167
2018/12/13,6452.571667
2018/12/14,6599.17
2018/12/15,6596.276154
2018/12/16,6568.040769
2018/12/17,6509.61
2018/12/18,6488.825833
2018/12/19,6531.601667
2018/12/20,6504.78
2018/12/21,6481.426
2018/12/22,6508.31
2018/12/23,6489.77
2018/12/24,6473.753333
2018/12/25,6465.9175
2018/12/26,6457.21
2018/12/27,6382.668333
2018/12/28,6309.452857
2018/12/29,6301.61
2018/12/30,6342.280833
2018/12/31,6387.674167
2019/1/1,6390.42
2019/1/2,6391.873333
2019/1/3,6436.965
2019/1/4,6437.76
2019/1/5,6538.79
2019/1/6,6486.251667
2019/1/7,6444.97
2019/1/8,6399.033333
2019/1/9,6378.268333
2019/1/10,6408.53
2019/1/11,6372.063333
2019/1/12,6176.155
2019/1/13,5756.77
2019/1/14,5596.1925
2019/1/15,5558.243333
2019/1/16,5572.44
2019/1/17,5303.9425
2019/1/18,4671.97
2019/1/19,4491.98
2019/1/20,4548.7975
2019/1/21,4309.3375
2019/1/22,4352.98
2019/1/23,3823.511667
2019/1/24,3920.536667
2019/1/25,3793.35
2019/1/26,4103.453846
2019/1/27,4263.783333
2019/1/28,4278.77
2019/1/29,4116.7775
2019/1/30,4167.546667
2019/1/31,4140.6
2019/2/1,3961.493333
2019/2/2,3858.349167
2019/2/3,3744.98
2019/2/4,3405.643333
2019/2/5,3435.34
2019/2/6,3453.66
2019/2/7,3523.96
2019/2/8,3426.19
2019/2/9,3407.28
2019/2/10,3406.7625
2019/2/11,3278.374167
2019/2/12,3242.42
2019/2/13,3271.238333
2019/2/14,3392.405
2019/2/15,3556.54
2019/2/16,3808.0425
2019/2/17,3982.850833
2019/2/18,4135.19
2019/2/19,3910.973333
2019/2/20,4027.478333
2019/2/21,3995.17
2019/2/22,3813.88
2019/2/23,3825.379167
2019/2/24,3848.21
2019/2/25,3743.905
2019/2/26,3912.285833
2019/2/27,3770.36
2019/2/28,3791.545833
2019/3/1,3752.271667
2019/3/2,3855.88
2019/3/3,3865.7975
2019/3/4,3822.626667
2019/3/5,3856.62
2019/3/6,3920.456667
2019/3/7,4036.093333
2019/3/8,4032.25
2019/3/9,4034.138333
2019/3/10,3812.585833
2019/3/11,3646.25
2019/3/12,3646.345833
2019/3/13,3599.841667
2019/3/14,3531.96
2019/3/15,3656.785
2019/3/16,3621.270833
2019/3/17,3621.43
2019/3/18,3632.395
2019/3/19,3690.523333
2019/3/20,3703.98
2019/3/21,3548.4275
2019/3/22,3540.02
2019/3/23,3587.35
2019/3/24,3566.4
2019/3/25,3586.25
2019/3/26,3577.79
2019/3/27,3576.3
2019/3/28,3554.5
2019/3/29,3448.58
2019/3/30,3421.6
2019/3/31,3470
2019/4/1,3444.81
2019/4/2,3475.33
2019/4/3,3506.22
2019/4/4,3456.02
2019/4/5,3452.35
2019/4/6,3467.34
2019/4/7,3405.7
2019/4/8,3394.76
2019/4/9,3661.08
2019/4/10,3664.38
2019/4/11,3686.29
2019/4/12,3629.47
2019/4/13,3632.42
2019/4/14,3614.5
2019/4/15,3600.31
2019/4/16,3608.2
2019/4/17,3619.55
2019/4/18,3670.74
2019/4/19,3910.8
2019/4/20,3926.53
2019/4/21,3987.18
2019/4/22,3944.88
2019/4/23,3983.48
2019/4/24,4139.6
2019/4/25,3766.89
2019/4/26,3848.33
2019/4/27,3831.45
2019/4/28,3833.23
2019/4/29,3850.08
2019/4/30,3834.62
2019/5/1,3831.44
2019/5/2,3814.58
2019/5/3,3730.98
2019/5/4,3872.25
2019/5/5,3876.85
2019/5/6,3886.82
2019/5/7,3875.96
2019/5/8,3950.56
2019/5/9,3928.17
2019/5/10,3881.09
2019/5/11,3892.51
2019/5/12,3877.77
2019/5/13,3885.21
2019/5/14,3936.5
2019/5/15,4015.95
2019/5/16,3994.92
2019/5/17,3998.77
2019/5/18,4029.11
2019/5/19,4056.4
2019/5/20,3992.34
2019/5/21,3999.06
2019/5/22,4011.92
2019/5/23,3994.11
2019/5/24,3935.89
2019/5/25,3947.74
2019/5/26,4048.51
2019/5/27,4037.37
2019/5/28,4115.55
2019/5/29,4114.44
2019/5/30,4114.16
2019/5/31,4152.53
2019/6/1,4882.88
2019/6/2,4959.81
2019/6/3,4911.24
2019/6/4,5028.77
2019/6/5,5053.52
2019/6/6,5189.39
2019/6/7,5268.71
2019/6/8,5175.81
2019/6/9,5310.18
2019/6/10,5035.02
2019/6/11,5072.85
2019/6/12,5064.62
2019/6/13,5152.51
2019/6/14,5036.18
2019/6/15,5196.65
2019/6/16,5220.37
2019/6/17,5276.31
2019/6/18,5277.04
2019/6/19,5309.28
2019/6/20,5281.83
2019/6/21,5377.19
2019/6/22,5518.16
2019/6/23,5434.19
2019/6/24,5195.61
2019/6/25,5292.83
2019/6/26,5280.19
2019/6/27,5301.29
2019/6/28,5260.65
2019/6/29,5269.79
2019/6/30,5326.67
2019/7/1,5390.16
2019/7/2,5657.14
2019/7/3,5771.08
2019/7/4,5717.66
2019/7/5,5684.47
2019/7/6,5755.72
2019/7/7,5936.72
2019/7/8,6146.91
2019/7/9,6348.02
2019/7/10,7248.31
2019/7/11,6978.63
2019/7/12,7823.11
2019/7/13,7992.69
2019/7/14,8206.9
2019/7/15,7885.96
2019/7/16,7362.22
2019/7/17,7265.05
2019/7/18,8193.7
2019/7/19,8007.03
2019/7/20,7952.5
2019/7/21,7625.93
2019/7/22,7880.29
2019/7/23,8003.26
2019/7/24,8071.45
2019/7/25,8744.42
2019/7/26,8770.06
2019/7/27,8719.88
2019/7/28,8662.98
2019/7/29,8272.46
2019/7/30,8553.81
2019/7/31,8554.8
2019/8/1,8739.03
2019/8/2,8134.92
2019/8/3,7675.8
2019/8/4,7786.04
2019/8/5,7803.23
2019/8/6,7998.29
2019/8/7,7931.34
2019/8/8,7640.61
2019/8/9,8020.38
2019/8/10,7917.58
2019/8/11,8173.06
2019/8/12,8237.88
2019/8/13,8693.6
2019/8/14,8859.47
2019/8/15,8978.99
2019/8/16,9327.48
2019/8/17,9076.18
2019/8/18,9281.7
2019/8/19,9531.35
2019/8/20,10209.38
2019/8/21,10668.63
2019/8/22,10814.48
2019/8/23,11017.5
2019/8/24,11766.4
2019/8/25,12932.55
2019/8/26,11132.85
2019/8/27,12374.35
2019/8/28,11890.38
2019/8/29,10737.73
2019/8/30,10578.72
2019/8/31,10805.4
2019/9/1,11984.76
2019/9/2,11160.49
2019/9/3,10955.16
2019/9/4,11232.04
2019/9/5,11477.01
2019/9/6,12313.08
2019/9/7,12586.78
2019/9/8,12099.9
2019/9/9,11352.87
2019/9/10,11803.97
2019/9/11,11389.1
2019/9/12,10186.96
2019/9/13,10873.5
2019/9/14,9397.72
2019/9/15,9674.28
2019/9/16,10638.56
2019/9/17,10535.75
2019/9/18,10764.9
2019/9/19,10587.41
2019/9/20,10323.62
2019/9/21,9844.3
2019/9/22,9772.17
2019/9/23,9875.17
2019/9/24,9848.65
2019/9/25,9473.99
2019/9/26,9530
2019/9/27,9501.33
2019/9/28,9589.13
2019/9/29,10084.7
2019/9/30,10407.17
2019/10/1,10529.55
2019/10/2,10814.57
2019/10/3,10980.23
2019/10/4,11787.99
2019/10/5,11465.67
2019/10/6,11960.82
2019/10/7,11996.41
2019/10/8,11856.64
2019/10/9,11282.22
2019/10/10,11566.84
2019/10/11,11386.26
2019/10/12,10858.12
2019/10/13,10016.96
2019/10/14,10302.17
2019/10/15,10359.44
2019/10/16,10214.52
2019/10/17,10317.6
2019/10/18,10917.26
2019/10/19,10760.56
2019/10/20,10129.4
2019/10/21,10111.98
2019/10/22,10405.81
2019/10/23,10143.8
2019/10/24,10135.06
2019/10/25,10360.28
2019/10/26,10171.95
2019/10/27,9717.82
2019/10/28,9484.55
2019/10/29,9577.99
2019/10/30,9600.9
2019/10/31,9769.79
2019/11/1,10386.64
2019/11/2,10621.29
2019/11/3,10584.16
2019/11/4,10577.8
2019/11/5,10317.47
2019/11/6,10487.21
2019/11/7,10406.31
2019/11/8,10313.66
2019/11/9,10101.03
2019/11/10,10159.32
2019/11/11,10420.16
2019/11/12,10363.9
2019/11/13,10361.33
2019/11/14,10310.43
2019/11/15,10265.63
2019/11/16,10190.36
2019/11/17,10157.59
2019/11/18,10275.88
2019/11/19,10173.11
2019/11/20,9979.49
2019/11/21,10033.05
2019/11/22,9683.38
2019/11/23,8553.61
2019/11/24,8432.23
2019/11/25,8055.64
2019/11/26,8193.9
2019/11/27,8225
2019/11/28,8056.74
2019/11/29,8307.74
2019/11/30,8322.92
2019/12/1,8382.03
2019/12/2,8236.17
2019/12/3,8155.48
2019/12/4,8147.69
2019/12/5,7869.74
2019/12/6,8212.02
2019/12/7,8190
2019/12/8,8587.92
2019/12/9,8586.9
2019/12/10,8269.73
2019/12/11,8308.01
2019/12/12,8283.76
2019/12/13,8353.54
2019/12/14,8162.16
2019/12/15,8002.51
2019/12/16,8076.78
2019/12/17,7954.15
2019/12/18,7960.04
2019/12/19,8231.06
2019/12/20,8222.52
2019/12/21,8026.76
2019/12/22,7469.56
2019/12/23,7431.88
2019/12/24,8666.79
2019/12/25,9259.8
2019/12/26,9551.54
2019/12/27,9218.76
2019/12/28,9433.35
2019/12/29,9164.62
2019/12/30,9147.98
