,Date,Bitcoin,Gold,rt_bitcoin,rt_gold,sigma_bitcoin,sigma_gold
79,11/29/16,732.71,1186.55,0.007397193,-0.000379179,0.28922577,0.111722735
80,11/30/16,742.69,1178.1,0.013528741,-0.007146965,0.287621643,0.111019407
81,2012/1/16,742.05,1161.85,-0.000862104,-0.013889409,0.286854301,0.110786175
82,2012/2/16,772.43,1173.5,0.040124763,0.009977174,0.285151113,0.112251499
83,2012/3/16,764.33,1173.5,-0.010541757,0,0.294377709,0.113393363
84,2012/4/16,762.97,1173.5,-0.001780921,0,0.293881756,0.112729203
85,2012/5/16,754.63,1162.2,-0.010991149,-0.009675976,0.292259367,0.112076558
86,2012/6/16,756.62,1172.5,0.002633583,0.008823461,0.291843887,0.11230594
87,2012/7/16,758.99,1177.65,0.003127456,0.004382706,0.2901432,0.113043694
88,2012/8/16,769.72,1171.05,0.01403821,-0.005620145,0.28847632,0.112817367
89,2012/9/16,770.02,1163.6,0.000389676,-0.006382135,0.287821216,0.112399462
90,2012/10/16,769.08,1163.6,-0.001221493,0,0.286228324,0.112072982
91,2012/11/16,777,1163.6,0.010245355,0,0.28472501,0.111468212
92,2012/12/16,777,1156.1,0,-0.006466376,0.283593891,0.11087311
93,12/13/16,777.99,1158.55,0.00127332,0.002116952,0.282089307,0.110577583
94,12/14/16,774.89,1162.25,-0.003992587,0.003188558,0.28057736,0.110134153
95,12/15/16,776.75,1126.95,0.002397464,-0.030842913,0.27936091,0.109802303
96,12/16/16,775.88,1131.6,-0.001120679,0.004117692,0.277886741,0.119286292
97,12/17/16,788.7,1131.6,0.016388151,0,0.276516197,0.119030725
98,12/18/16,788.4,1131.6,-0.000380445,0,0.276430408,0.118438667
99,12/19/16,788.67,1136.25,0.000342407,0.004100806,0.275069321,0.117855334
100,12/20/16,793.09,1125.7,0.005588726,-0.009328302,0.273704795,0.117605579
101,12/21/16,824.21,1133.65,0.038488644,0.007037451,0.27240115,0.117659927
102,12/22/16,834.97,1131.35,0.012970444,-0.002030906,0.27950896,0.117867435
103,12/23/16,901.31,1131.35,0.076453465,0,0.278798119,0.117285007
104,12/24/16,891.61,1131.35,-0.010820443,0,0.309805773,0.116733716
105,12/25/16,892.6,1131.35,0.001109735,0,0.30947825,0.116190111
106,12/26/16,897.33,1131.35,0.005285135,0,0.308031235,0.115654014
107,12/27/16,930.37,1131.35,0.036158669,0,0.306594316,0.115125256
108,12/28/16,930.34,1134.6,-3.22E-05,0.002868556,0.311033177,0.11460367
109,12/29/16,963.38,1145.9,0.034897823,0.009910189,0.309666538,0.114259579
110,12/30/16,952.15,1145.9,-0.011725349,0,0.313438113,0.115029876
111,12/31/16,958.12,1145.9,0.006250446,0,0.313307621,0.114518683
112,2001/1/17,997.72,1145.9,0.040499645,0,0.311923462,0.114014237
113,2001/2/17,1015.97,1145.9,0.018126424,0,0.317432234,0.113516391
114,2001/3/17,1013.42,1151,-0.002513072,0.004440775,0.31700736,0.113025004
115,2001/4/17,1126.76,1164.25,0.106015508,0.011445973,0.315847839,0.112845065
116,2001/5/17,994.67,1176.7,-0.124690513,0.010636808,0.362600314,0.113905807
117,2001/6/17,999.65,1175.85,0.004994194,-0.00072262,0.427691247,0.114726156
118,2001/7/17,896.83,1175.85,-0.108538894,0,0.42586305,0.114231414
119,2001/8/17,908.14,1175.85,0.012532228,0,0.467639335,0.113751929
120,2001/9/17,910.49,1178.5,0.002584364,0.002251153,0.465962034,0.113278429
121,2001/10/17,906.05,1189.5,-0.004888424,0.009290607,0.464017536,0.112899873
122,2001/11/17,785.22,1178.55,-0.143130559,-0.009248181,0.462305455,0.113400128
123,2001/12/17,780.92,1205.05,-0.005491221,0.022236191,0.524803454,0.11356779
124,1/13/17,826.29,1190.35,0.05647309,-0.012273678,0.522819525,0.117873104
125,1/14/17,817.91,1190.35,-0.010193495,0,0.529010025,0.118533087
126,1/15/17,819.55,1190.35,0.002003103,0,0.527317035,0.118060505
127,1/16/17,830.5,1203,0.01327252,0.010571055,0.525220422,0.11759353
128,1/17/17,903.84,1216.05,0.084624425,0.010789464,0.523484003,0.118225344
129,1/18/17,906.6,1214.75,0.003048985,-0.001069607,0.539525718,0.118868437
130,1/19/17,895.798875,1196.05,-0.011985421,-0.015513834,0.537430522,0.118404527
131,1/20/17,893.6210875,1200.55,-0.002434072,0.003755324,0.535935965,0.119741424
132,1/21/17,895.64,1200.55,0.002256701,0,0.533957127,0.119446124
133,1/22/17,918.603625,1200.55,0.025316172,0,0.531931343,0.11899387
134,1/23/17,922.0736125,1212.85,0.003770342,0.010193177,0.531235479,0.118546713
135,1/24/17,919.97,1216.8,-0.002284,0.0032515,0.529251418,0.119048005
136,1/25/17,893.045625,1195,-0.029703389,-0.018078277,0.52735651,0.118723165
137,1/26/17,915.95625,1189.7,0.02533093,-0.004445011,0.528099345,0.120643994
138,1/27/17,915.05,1184.85,-0.000989893,-0.00408499,0.527460463,0.120303653
139,1/28/17,920.31225,1184.85,0.005734306,0,0.525581946,0.119946758
140,1/29/17,915.933,1184.85,-0.004769797,0,0.523709656,0.119516329
141,1/30/17,912.19,1192.8,-0.004094916,0.0066873,0.521978111,0.1190905
142,1/31/17,964.706075,1212.8,0.055975168,0.016628251,0.520239546,0.119085425
143,2002/1/17,979.703875,1203.65,0.015426888,-0.007573129,0.52534516,0.120897888
144,2002/2/17,983.42,1221.95,0.003785935,0.015089336,0.523874409,0.120824421
145,2002/3/17,1013.027,1215.2,0.029661865,-0.005539271,0.52205318,0.122192696
146,2002/4/17,1030.999413,1215.2,0.017585757,0,0.52193428,0.121944467
147,2002/5/17,1034.07,1215.2,0.002973836,0,0.520627608,0.121525751
148,2002/6/17,1024.01375,1226.75,-0.009772518,0.009459724,0.518854264,0.121111319
149,2002/7/17,1050.11,1231,0.025164966,0.003458451,0.51751164,0.121408461
150,2002/8/17,1052.84,1242.1,0.002596354,0.008976648,0.516893504,0.121108091
151,2002/9/17,976.103,1236.8,-0.07567844,-0.004276097,0.51516954,0.12132332
152,2002/10/17,999.1035,1228.3,0.023290263,-0.006896299,0.527913179,0.121020338
153,2002/11/17,997.59,1228.3,-0.001516007,0,0.527109131,0.120903818
154,2002/12/17,1000.604625,1228.3,0.003017351,0,0.525431812,0.120507137
155,2/13/17,999.877375,1222.25,-0.000727075,-0.004937677,0.523723092,0.120114335
156,2/14/17,1001.2,1230.75,0.001321913,0.006930317,0.522063253,0.119857951
157,2/15/17,1012.325988,1224.4,0.011051361,-0.005172812,0.520393927,0.119845242
158,2/16/17,1035.208125,1240.55,0.022351852,0.013103902,0.518877028,0.119608926
159,2/17/17,1035.2,1241.95,-7.85E-06,0.001127895,0.518055405,0.12045906
160,2/18/17,1056.637138,1241.95,0.020496709,0,0.516446563,0.120092963
161,2/19/17,1052.779286,1241.95,-0.003657747,0,0.5154894,0.119715796
162,2/20/17,1050.87,1237.3,-0.001815214,-0.003751139,0.513991965,0.119342161
163,2/21/17,1123.788429,1233.2,0.067087111,-0.003319169,0.512459214,0.119044344
164,2/22/17,1123.223188,1236.65,-0.000503105,0.002793694,0.519693522,0.118731057
165,2/23/17,1130.01,1247.9,0.006024084,0.009056028,0.518142787,0.118434087
166,2/24/17,1174.86625,1253.65,0.038927829,0.004597158,0.516582929,0.118651655
167,2/25/17,1150.605714,1253.65,-0.0208658,0,0.517666037,0.118449228
168,2/26/17,1150.37,1253.65,-0.000204882,0,0.517393982,0.118092617
169,2/27/17,1190.75195,1257.2,0.034501369,0.00282773,0.515883165,0.117739208
170,2/28/17,1187.565286,1255.6,-0.002679765,-0.00127348,0.516338404,0.117451491
171,2003/1/17,1190.89,1240.4,0.002795694,-0.012179638,0.514905185,0.117109373
172,2003/2/17,1259.410817,1238.1,0.055943079,-0.001855962,0.51339943,0.117649445
173,2003/3/17,1285.14,1226.5,0.020223656,-0.009413362,0.517481838,0.117318465
174,2003/4/17,1287,1226.5,0.001446267,0,0.51651348,0.117482483
175,2003/5/17,1270.9333,1226.5,-0.012562416,0,0.515042171,0.117143669
176,2003/6/17,1275.197375,1230.95,0.003349458,0.003621644,0.514132697,0.11680777
177,2003/7/17,1279.5,1216.65,0.003368406,-0.011685049,0.512671037,0.116574895
178,2003/8/17,1157.3933,1209.2,-0.100299055,-0.006142196,0.511221719,0.117018261
179,2003/9/17,1192.469143,1206.55,0.029855746,-0.002193937,0.531116685,0.116881542
180,2003/10/17,1192.09,1202.65,-0.000317998,-0.003237592,0.530961904,0.116569843
181,2003/11/17,1179.159875,1202.65,-0.010905855,0,0.52951447,0.116288188
182,2003/12/17,1227.494625,1202.65,0.040172987,0,0.528448969,0.115966444
183,3/13/17,1227.68,1204.2,0.000151008,0.001287991,0.529531715,0.115647356
184,3/14/17,1245.370786,1204.6,0.014307096,0.000332116,0.528106819,0.11534895
185,3/15/17,1257.399625,1198.8,0.009612493,-0.004826505,0.526880552,0.115037687
186,3/16/17,1257,1229.35,-0.000317869,0.025164518,0.525518669,0.114834906
187,3/17/17,1091.171888,1229.6,-0.141475684,0.000203339,0.524135459,0.118367668
188,3/18/17,952.2323625,1229.6,-0.136198441,0,0.560539466,0.118051133
189,3/19/17,967.69,1229.6,0.016102705,0,0.591564816,0.117735966
190,3/20/17,1049.084488,1232.4,0.080761359,0.002274574,0.590309802,0.117423311
191,3/21/17,1118.630043,1241.6,0.064186893,0.007437383,0.598654605,0.117152566
192,3/22/17,1113,1249.05,-0.005045688,0.005982392,0.603066181,0.117188358
193,3/23/17,1038.789,1247.5,-0.069003461,-0.001241714,0.601596921,0.117105313
194,3/24/17,941.9197143,1247.5,-0.097890849,0,0.608114129,0.116804848
195,3/25/17,927.93,1247.5,-0.014963743,0,0.621945552,0.11650239
196,3/26/17,956.7863125,1247.5,0.030623779,0,0.620787242,0.11620227
197,3/27/17,1037.22925,1257.55,0.080728177,0.008023835,0.620422423,0.115904457
198,3/28/17,1041.04,1257.25,0.003667238,-0.000238588,0.627965877,0.115991639
199,3/29/17,1040.5755,1251.1,-0.000446288,-0.004903632,0.626379811,0.115696873
200,3/30/17,1037.90455,1248.8,-0.002570101,-0.001840074,0.624817482,0.115522405
201,3/31/17,1034.74,1244.85,-0.003053637,-0.003168049,0.623292056,0.11524497
202,2004/1/17,1086.929571,1244.85,0.049206627,0,0.621785275,0.115001511
203,2004/2/17,1099.169125,1244.85,0.01119774,0,0.623395249,0.1147156
204,2004/3/17,1079.99,1247.25,-0.017602772,0.001926087,0.621960496,0.114431811
205,2004/4/17,1141.600363,1257.65,0.055479323,0.008303772,0.621030858,0.114176563
206,2004/5/17,1133.079314,1245.8,-0.007492122,-0.009467006,0.623485993,0.11429468
207,2004/6/17,1133.53,1252.5,0.000397674,0.00536366,0.622125394,0.114470111
208,2004/7/17,1190.45425,1266.45,0.0489983,0.011076157,0.620629709,0.114362653
209,2004/8/17,1181.149838,1266.45,-0.007846554,0,0.622127434,0.114767644
210,2004/9/17,1184.03,1266.45,0.002435471,0,0.620805338,0.114491673
211,2004/10/17,1207.744875,1250.05,0.019831007,-0.01303416,0.619326004,0.114217683
212,2004/11/17,1226.617038,1252.9,0.015505124,0.002277314,0.618248725,0.114803558
213,2004/12/17,1219.09,1274.3,-0.006155326,0.016936144,0.617001476,0.114564976
214,4/13/17,1180.023713,1284.15,-0.032570145,0.007700013,0.615672417,0.115815264
215,4/14/17,1185.260057,1284.15,0.004427674,0,0.615992706,0.115859207
216,4/15/17,1170.36,1284.15,-0.012650814,0,0.614561372,0.115588298
217,4/16/17,1186.927413,1284.15,0.014056568,0,0.613472491,0.11531928
218,4/17/17,1205.634875,1284.15,0.015638333,0,0.612227073,0.115052131
219,4/18/17,1176.97,1278.95,-0.024062956,-0.004057592,0.611040292,0.114786831
220,4/19/17,1217.930088,1279.05,0.034209429,7.82E-05,0.610641207,0.114600244
221,4/20/17,1241.686325,1282.1,0.019317627,0.002381744,0.610578927,0.114338585
222,4/21/17,1236.63,1281.85,-0.004080457,-0.000195012,0.609553267,0.114110688
223,4/22/17,1261.311225,1281.85,0.019761897,0,0.608248544,0.113852237
224,4/23/17,1257.988113,1281.85,-0.002638126,0,0.607256519,0.113595632
225,4/24/17,1240.84,1269.4,-0.013725139,-0.009759999,0.6059445,0.113340755
226,4/25/17,1279.414688,1267.8,0.030614129,-0.001261233,0.604975916,0.113544214
227,4/26/17,1309.109875,1261.85,0.022944723,-0.004704217,0.604646468,0.113297268
228,4/27/17,1288.02,1262.8,-0.016241266,0.00075258,0.603831256,0.113146173
229,4/28/17,1331.294429,1266.45,0.033045568,0.002886233,0.603008754,0.112901249
230,4/29/17,1334.979038,1266.45,0.002763866,0,0.602865722,0.112700186
231,4/30/17,1333,1266.45,-0.001483549,0,0.60155411,0.112454034
232,2005/1/17,1417.172813,1266.45,0.061231869,0,0.600280728,0.112209487
233,2005/2/17,1452.076288,1255.45,0.024330545,-0.008723637,0.603360067,0.111966529
234,2005/3/17,1447.55,1250.3,-0.003121983,-0.004110552,0.602623764,0.112076597
235,2005/4/17,1508.292125,1228.45,0.041105495,-0.01763031,0.601393523,0.111908307
236,2005/5/17,1533.335071,1228.05,0.01646718,-0.000325667,0.601922801,0.113110568
237,2005/6/17,1518.75,1228.05,-0.00955752,0,0.600853301,0.112869651
238,2005/7/17,1535.868429,1228.05,0.011208345,0,0.599812801,0.112630752
239,2005/8/17,1640.619225,1229.8,0.065977774,0.001424009,0.598622264,0.112393364
240,2005/9/17,1651.1,1220.4,0.006367986,-0.007672881,0.602272242,0.112171258
241,2005/10/17,1762.88625,1222.95,0.065510648,0.002087299,0.601023006,0.11219027
242,2005/11/17,1820.990563,1223.15,0.032428238,0.000163526,0.604505188,0.111983838
243,2005/12/17,1829,1231.25,0.004388751,0.006600415,0.604238625,0.111752406
244,5/13/17,1771.920013,1231.25,-0.031705658,0,0.602994055,0.111744322
245,5/14/17,1776.3165,1231.25,0.002478126,0,0.603370725,0.111514577
246,5/15/17,1780,1233.3,0.002071526,0.00166359,0.602142076,0.111286243
247,5/16/17,1739.031975,1234.2,-0.023284742,0.000729483,0.600922896,0.111076646
248,5/17/17,1807.485063,1257.4,0.038607789,0.01862311,0.600635437,0.110855436
249,5/18/17,1783.98,1255.9,-0.013089588,-0.00119365,0.600873462,0.112260873
250,5/19/17,1961.520488,1252,0.094873108,-0.003110174,0.600033109,0.112038683
251,5/20/17,2052.909788,1252,0.045538264,0,0.608728879,0.111851284
252,5/21/17,2008.84,1252,-0.021700754,0,0.609511776,0.111627586
253,5/22/17,2090.662313,1258.85,0.039923471,0.005456333,0.609129732,0.111405224
254,5/23/17,2287.710288,1260.2,0.090070531,0.001071833,0.609394644,0.111328382
255,5/24/17,2256.32,1252.55,-0.013816276,-0.006088965,0.616695609,0.111115383
256,5/25/17,2387.206286,1256.95,0.056388597,0.003506678,0.615899946,0.111051049
257,5/26/17,2211.976857,1265.05,-0.076237143,0.006423496,0.617734826,0.110894723
258,5/27/17,2279.82,1265.05,0.030209871,0,0.624101081,0.110872364
259,5/28/17,2192.9808,1265.05,-0.038834778,0,0.62361352,0.11065659
260,5/29/17,2275.9307,1265.05,0.037127353,0,0.624573376,0.110442071
261,5/30/17,2290.02,1262.7,0.006171484,-0.001859362,0.624538738,0.110228795
262,5/31/17,2285.933914,1266.2,-0.001785895,0.002768004,0.623342763,0.110029033
263,2006/1/17,2399.242671,1264.85,0.048378478,-0.001066751,0.622203048,0.109856186
264,2006/2/17,2409.93,1274.95,0.004444568,0.007953424,0.623114818,0.109649833
265,2006/3/17,2525.765158,1274.95,0.046946348,0,0.621934055,0.109728969
266,2006/4/17,2516.173143,1274.95,-0.003804896,0,0.622690678,0.109521043
267,2006/5/17,2529.53,1279.95,0.005294361,0.003914053,0.621609675,0.109314294
268,2006/6/17,2883.313697,1293.5,0.130906707,0.010530708,0.620444524,0.109179811
269,2006/7/17,2664.920863,1291,-0.07876586,-0.001934611,0.636352221,0.109464241
270,2006/8/17,2683.03,1273.1,0.006772391,-0.013962241,0.642716428,0.109274434
271,2006/9/17,2827.4913,1266.55,0.052443099,-0.005158203,0.641527111,0.109890759
272,2006/10/17,2845.372857,1266.55,0.006304264,0,0.642657449,0.109793469
273,2006/11/17,2898.63,1266.55,0.018544096,0,0.641475569,0.109590826
274,2006/12/17,2657.675063,1266.4,-0.086786507,-0.000118439,0.640474657,0.109389301
275,6/13/17,2748.185086,1262,0.033489021,-0.003480465,0.648107995,0.10918878
276,6/14/17,2706,1275.5,-0.015469195,0.010640494,0.647741202,0.109035577
277,6/15/17,2442.48025,1254.55,-0.102457511,-0.016561316,0.647009706,0.1093268
278,6/16/17,2464.959814,1255.4,0.009161486,0.000677304,0.657539848,0.110247265
279,6/17/17,2477.94,1255.4,0.005252065,0,0.656374067,0.110051225
280,6/18/17,2507.389252,1255.4,0.011814503,0,0.655196812,0.109853266
281,6/19/17,2617.210263,1248.15,0.042866892,-0.005791792,0.654072718,0.109656372
282,6/20/17,2600,1242.2,-0.00659752,-0.004778454,0.65433036,0.109588778
283,6/21/17,2671.04325,1242.5,0.026957681,0.000241478,0.653304192,0.10947876
284,6/22/17,2727.288013,1250.8,0.020838587,0.006657868,0.652621409,0.109285373
285,6/23/17,2713.48,1255.7,-0.00507577,0.003909839,0.651713816,0.109284673
286,6/24/17,2589.164888,1255.7,-0.046896557,0,0.650672781,0.109160592
287,6/25/17,2512.366286,1255.7,-0.030110334,0,0.652181041,0.108969056
288,6/26/17,2502.03,1245.25,-0.00412265,-0.008356873,0.652240631,0.108778525
289,6/27/17,2517.903114,1249.55,0.006324055,0.003447174,0.65118535,0.108857496
290,6/28/17,2585.349186,1248,0.026434123,-0.001241217,0.650059951,0.108722123
291,6/29/17,2558.3,1243.5,-0.010517605,-0.003612286,0.649389372,0.108538184
292,6/30/17,2477.641375,1242.25,-0.032035926,-0.001005733,0.648501684,0.10839726
293,2007/1/17,2501.191343,1242.25,0.009460106,0,0.648697636,0.10821333
294,2007/2/17,2421.26,1242.25,-0.03247909,0,0.647611243,0.108028067
295,2007/3/17,2561.225429,1229.25,0.056197761,-0.010520024,0.647832782,0.107843752
296,2007/4/17,2599.729838,1223.75,0.014921704,-0.004484312,0.649266074,0.108080396
297,2007/5/17,2598.89,1220.3,-0.0003231,-0.002823185,0.648265849,0.107967658
298,2007/6/17,2609.96775,1224.9,0.004253434,0.003762478,0.647198578,0.10781083
299,2007/7/17,2491.201214,1215.65,-0.046572856,-0.007580295,0.646112044,0.107693233
300,2007/8/17,2502.86,1215.65,0.004669069,0,0.647514766,0.107722073
301,2007/9/17,2536.238938,1215.65,0.013248173,0,0.646434675,0.107542107
302,2007/10/17,2366.170143,1211.9,-0.069409576,-0.003089537,0.645429558,0.107363039
303,2007/11/17,2327.09,1211.05,-0.016654115,-0.000701624,0.649467536,0.107215156
304,2007/12/17,2385.748571,1218.8,0.024894381,0.006379016,0.648805651,0.107038144
305,7/13/17,2354.783417,1218.9,-0.013064185,8.20E-05,0.648127737,0.107034032
306,7/14/17,2338.49,1230.3,-0.006943334,0.009309229,0.647345724,0.106858334
307,7/15/17,2058.9956,1230.3,-0.127287131,0,0.646404455,0.107036795
308,7/16/17,1931.2143,1230.3,-0.064069315,0,0.661061378,0.106861979
309,7/17/17,1910.96,1234.1,-0.010543242,0.003083917,0.664107301,0.106688016
310,7/18/17,2320.12225,1240.75,0.194014145,0.005374076,0.663211129,0.106556963
311,7/19/17,2264.7657,1242.15,-0.024148568,0.001127714,0.693522266,0.10650428
312,7/20/17,2265.21,1238.7,0.00019616,-0.002781307,0.693086617,0.106339188
313,7/21/17,2682.195363,1248.55,0.168968155,0.007920435,0.69198814,0.106193299
314,7/22/17,2807.609857,1248.55,0.045697912,0,0.713373765,0.106273975
315,7/23/17,2825.51,1248.55,0.006355343,0,0.713605788,0.106104207
316,7/24/17,2751.821029,1255.55,-0.026425994,0.005590846,0.712474176,0.105935251
317,7/25/17,2560.997917,1254.4,-0.071865891,-0.000916353,0.712134218,0.105892775
318,7/26/17,2564.3,1248.1,0.001288543,-0.005034976,0.715725421,0.105727188
319,7/27/17,2647.625,1261.1,0.031977475,0.010361961,0.714607193,0.105649031
320,7/28/17,2781.636583,1264.9,0.049376442,0.003008712,0.714092029,0.105898666
321,7/29/17,2784.8,1264.9,0.001136604,0,0.714577472,0.105769794
322,7/30/17,2745.955417,1264.9,-0.014046986,0,0.713473461,0.105604477
323,7/31/17,2866.431667,1267.55,0.042938863,0.002092836,0.712642144,0.105439932
324,2008/1/17,2862.9,1270.95,-0.001232837,0.002678749,0.712700818,0.105294603
325,2008/2/17,2693.633983,1269.6,-0.060943892,-0.001062762,0.71162806,0.105160791
326,2008/3/17,2794.117717,1268.1,0.036625187,-0.001182173,0.713919321,0.10500161
327,2008/4/17,2790,1257.7,-0.001474796,-0.008235061,0.713631191,0.104844022
328,2008/5/17,3218.115017,1257.7,0.142754194,0,0.712567954,0.104924396
329,2008/6/17,3252.562533,1257.7,0.010647368,0,0.726214185,0.104763931
330,2008/7/17,3210.2,1258,-0.013109917,0.000238502,0.725134021,0.104604199
331,2008/8/17,3457.374333,1261.8,0.074176197,0.003016115,0.724284612,0.104445679
332,2008/9/17,3357.326317,1271.05,-0.029364519,0.007304058,0.726822156,0.104324037
333,2008/10/17,3340.28,1284.4,-0.005090282,0.010448353,0.726626716,0.104368393
334,2008/11/17,3632.506667,1286.1,0.083868316,0.0013227,0.725612523,0.10461617
335,2008/12/17,3852.802914,1286.1,0.058877961,0,0.729183454,0.104466204
