Date,Bitcoin,Gold,Bitcoin_pre,Gold_pre,predict_gold_volatility,predict_bitcoin_volatility,predict_both_volatility
2016/11/28,727.31,1187,731.7572131,1187.527043,0.674720593,2.129938294,1.198796575
2016/11/29,732.71,1186.55,728.6462613,1187.442646,0.659672471,1.897401891,1.118777813
2016/11/30,742.69,1178.1,729.1575332,1186.00621,0.644724934,1.728601433,1.05568577
2016/12/1,742.05,1161.85,731.2945676,1178.823444,0.637894047,1.718536896,1.047016932
2016/12/2,772.43,1173.5,741.4289209,1161.416241,0.663516649,1.577507417,1.023084764
2016/12/3,764.33,1173.5,744.5096263,1173.613846,0.687752344,5.237746989,1.897965429
2016/12/4,762.97,1173.5,771.3193148,1173.703341,0.673868576,3.024901284,1.427720533
2016/12/5,754.63,1162.2,763.6851732,1173.114354,0.659940167,2.795596815,1.358280762
2016/12/6,756.62,1172.5,764.6193012,1162.910483,0.662032486,2.735964818,1.345844564
2016/12/7,758.99,1177.65,755.2984205,1171.634147,0.678003456,2.522378908,1.307739124
2016/12/8,769.72,1171.05,754.8427002,1178.44796,0.673278278,2.328741111,1.252154465
2016/12/9,770.02,1163.6,759.3756425,1170.598114,0.663239705,2.260785309,1.224517285
2016/12/10,769.08,1163.6,771.0971902,1163.849481,0.654804617,2.100304273,1.172727136
2016/12/11,777,1163.6,769.5502802,1163.719713,0.641483016,1.962893874,1.122124361
2016/12/12,777,1156.1,768.3538528,1163.2159,0.608438414,1.749190589,1.031636926
2016/12/13,777.99,1158.55,777.6904735,1156.847079,0.59120208,1.674322513,0.994918565
2016/12/14,774.89,1162.25,777.8787082,1157.688965,0.572115854,1.629072191,0.965410808
2016/12/15,776.75,1126.95,777.2334716,1163.084768,0.559221765,1.734746004,0.984940466
2016/12/16,775.88,1131.6,774.8961089,1126.777827,0.784648941,1.464210699,1.071863505
2016/12/17,788.7,1131.6,777.6805716,1131.365702,0.780424211,1.385158268,1.039716811
2016/12/18,788.4,1131.6,775.8917924,1132.222425,0.768534775,1.492439534,1.070976975
2016/12/19,788.67,1136.25,787.4563553,1130.814883,0.756697244,1.41103113,1.033307005
2016/12/20,793.09,1125.7,789.5072945,1137.096898,0.752091819,1.330352356,1.000273524
2016/12/21,824.21,1133.65,789.719995,1125.139333,0.751257529,1.252778177,0.970133515
2016/12/22,834.97,1131.35,791.6791506,1133.90711,0.756284398,4.289895107,1.80121646
2016/12/23,901.31,1131.35,822.6022206,1131.502768,0.743893497,1.97708567,1.212741181
2016/12/24,891.61,1131.35,837.3420423,1130.945623,0.73231179,18.4377836,3.674534843
2016/12/25,892.6,1131.35,898.8872704,1132.025012,0.720697423,10.09679406,2.697542114
2016/12/26,897.33,1131.35,892.3304208,1130.632108,0.70912855,5.335549002,1.945145271
2016/12/27,930.37,1131.35,894.7638574,1132.079276,0.676937541,2.616205717,1.330792194
2016/12/28,930.34,1134.6,895.7999063,1130.842047,0.648593567,5.596274755,1.905179206
2016/12/29,963.38,1145.9,927.638695,1134.860522,0.631594201,3.712732388,1.531319773
2016/12/30,952.15,1145.9,933.9193792,1145.877043,0.660095051,5.252833205,1.862087324
2016/12/31,958.12,1145.9,963.0798184,1145.714078,0.635228675,4.261694472,1.645342072
2017/1/1,997.72,1145.9,950.2995076,1146.361954,0.614388418,3.100575823,1.380202114
2017/1/2,1015.97,1145.9,959.0611156,1145.343905,0.596447849,5.605088895,1.828426431
2017/1/3,1013.42,1151,997.47757,1146.540013,0.581154282,4.596501692,1.634404063
2017/1/4,1126.76,1164.25,1015.224586,1150.428116,0.575043822,4.546571539,1.616934715
2017/1/5,994.67,1176.7,1014.76519,1164.558958,0.602539617,22.41553613,3.675084836
2017/1/6,999.65,1175.85,1121.272885,1176.573593,0.626589129,49.85428602,5.589110272
2017/1/7,896.83,1175.85,1004.929359,1175.80288,0.607675777,39.41793149,4.894213128
2017/1/8,908.14,1175.85,998.310405,1176.155172,0.591660184,54.50641049,5.678844325
2017/1/9,910.49,1178.5,893.2616131,1175.424088,0.577865998,43.96162276,5.040230848
2017/1/10,906.05,1189.5,908.9936531,1179.014619,0.567716076,36.01500719,4.521758347
2017/1/11,785.22,1178.55,913.9922932,1188.927991,0.57758126,29.9700457,4.160545249
2017/1/12,780.92,1205.05,904.307172,1179.209593,0.580921525,57.06049526,5.757401318
2017/1/13,826.29,1190.35,789.1604113,1204.274258,0.7513745,47.16436743,5.952991098
2017/1/14,817.91,1190.35,779.383286,1191.165278,0.764690213,44.54223675,5.836181329
2017/1/15,819.55,1190.35,821.0471145,1189.828088,0.754366289,37.57051317,5.323713798
2017/1/16,830.5,1203,823.2580433,1190.543881,0.449945843,31.5660004,3.768685535
2017/1/17,903.84,1216.05,822.4128395,1203.091031,0.748121831,26.62103655,4.462709784
2017/1/18,906.6,1214.75,823.8659104,1215.541279,0.768897098,34.54937731,5.154116407
2017/1/19,895.798875,1196.05,900.6744634,1215.588762,0.743015596,29.14523747,4.653532637
2017/1/20,893.6210875,1200.55,915.8870545,1195.331043,0.786431868,24.89521833,4.424747797
2017/1/21,895.64,1200.55,895.7632625,1201.141727,0.77969935,20.82129891,4.029187663
2017/1/22,918.603625,1200.55,884.900897,1200.210875,0.756936708,17.08304786,3.595940212
2017/1/23,922.0736125,1212.85,899.6893565,1200.650135,0.726312106,14.7331503,3.271217727
2017/1/24,919.97,1216.8,924.4722974,1212.930286,0.745832393,11.5694276,2.937491085
2017/1/25,893.045625,1195,916.1418095,1216.50389,0.722020821,8.841476543,2.526604472
2017/1/26,915.95625,1189.7,917.3857853,1195.747193,0.801740237,9.579204785,2.771287411
2017/1/27,915.05,1184.85,901.6401677,1188.899018,0.794453969,8.729461021,2.633468237
2017/1/28,920.31225,1184.85,913.3864067,1185.689181,0.773238406,6.942916481,2.317008777
2017/1/29,915.933,1184.85,908.628002,1184.220628,0.743526374,5.465404367,2.015855225
2017/1/30,912.19,1192.8,925.667067,1185.22716,0.717580271,4.464474468,1.789865581
2017/1/31,964.706075,1212.8,920.4843007,1192.723813,0.712085396,3.687473924,1.620430909
2017/2/1,979.703875,1203.65,905.4685768,1212.369995,0.803502782,9.859149259,2.814578807
2017/2/2,983.42,1221.95,960.7721405,1204.558979,0.793158758,8.522855506,2.599995671
2017/2/3,1013.027,1215.2,988.4219411,1220.668619,0.830279729,7.1349,2.433919234
2017/2/4,1030.999413,1215.2,983.8337919,1216.634098,0.825215693,7.334831331,2.460247533
2017/2/5,1034.07,1215.2,1003.253304,1213.992106,0.813030682,6.524392168,2.30315675
2017/2/6,1024.01375,1226.75,1034.794465,1216.017252,0.782128436,5.466266809,2.067685351
2017/2/7,1050.11,1231,1042.385989,1226.395303,0.791501267,4.958091692,1.980993654
2017/2/8,1052.84,1242.1,1017.614102,1230.77905,0.767970676,5.131725125,1.985198835
2017/2/9,976.103,1236.8,1043.646628,1242.76326,0.772665093,4.307842396,1.824423044
2017/2/10,999.1035,1228.3,1062.529535,1235.87164,0.752471527,13.40185415,3.175612329
2017/2/11,997.59,1228.3,982.521483,1229.502107,0.743473555,12.17770393,3.008953445
2017/2/12,1000.604625,1228.3,984.6945886,1227.139979,0.720822503,10.54958783,2.757604088
2017/2/13,999.877375,1222.25,998.4889981,1229.250474,0.700818294,9.164291507,2.534265798
2017/2/14,1001.2,1230.75,1014.3469,1221.796919,0.688947011,7.999751773,2.347638191
2017/2/15,1012.325988,1224.4,993.4278125,1230.626257,0.684982817,6.973132297,2.185514998
2017/2/16,1035.208125,1240.55,990.9493188,1225.136093,0.675062258,6.174882746,2.041673404
2017/2/17,1035.2,1241.95,1022.850453,1239.266122,0.703014843,5.990716748,2.052209248
2017/2/18,1056.637138,1241.95,1039.894173,1243.475608,0.686038652,5.202910714,1.889285011
2017/2/19,1052.779286,1241.95,1023.684307,1240.519981,0.670665223,5.030691568,1.836820591
2017/2/20,1050.87,1237.3,1056.350889,1243.072774,0.657175045,4.438670503,1.70791788
2017/2/21,1123.788429,1233.2,1064.993957,1236.779477,0.647515949,3.89765449,1.588645161
2017/2/22,1123.223188,1236.65,1046.177258,1233.151839,0.638294978,9.93567487,2.518311214
2017/2/23,1130.01,1247.9,1110.498919,1237.276228,0.62940198,8.805074205,2.354130654
2017/2/24,1174.86625,1253.65,1135.239614,1246.722202,0.632745406,7.83478132,2.226526867
2017/2/25,1150.605714,1253.65,1137.621551,1255.078747,0.626329439,8.693644604,2.333470709
2017/2/26,1150.37,1253.65,1158.000494,1252.256185,0.617412206,8.476506925,2.287684165
2017/2/27,1190.75195,1257.2,1152.988127,1254.80164,0.609288979,7.560872156,2.146335499
2017/2/28,1187.565286,1255.6,1165.611548,1256.496333,0.60270057,8.044781088,2.201952349
2017/3/1,1190.89,1240.4,1180.004424,1255.772357,0.595867921,7.181421069,2.06861752
2017/3/2,1259.410817,1238.1,1178.693156,1240.997335,0.606178822,6.359324941,1.963386895
2017/3/3,1285.14,1226.5,1205.303242,1237.004758,0.599374696,9.511842862,2.387709766
2017/3/4,1287,1226.5,1258.540402,1228.05408,0.602448151,8.820332205,2.305166551
2017/3/5,1270.9333,1226.5,1271.741034,1224.889297,0.595616031,7.851822485,2.162561293
2017/3/6,1275.197375,1230.95,1294.394727,1227.913564,0.589213267,7.305414802,2.074716202
2017/3/7,1279.5,1216.65,1281.900951,1229.991617,0.584628563,6.491760708,1.948144947
2017/3/8,1157.3933,1209.2,1263.053805,1217.170241,0.592126697,5.784181982,1.850667062
2017/3/9,1192.469143,1206.55,1274.354713,1209.422809,0.589609665,16.05480054,3.076697185
2017/3/10,1192.09,1202.65,1178.193219,1205.751678,0.584066278,15.24091112,2.983572059
2017/3/11,1179.159875,1202.65,1184.715631,1203.978991,0.579230909,13.72898031,2.819973359
2017/3/12,1227.494625,1202.65,1176.276752,1201.123831,0.5738766,12.62624941,2.691822632
2017/3/13,1227.68,1204.2,1194.600386,1204.152528,0.568759599,12.96908888,2.715933318
2017/3/14,1245.370786,1204.6,1233.673917,1203.04192,0.564067263,11.79375426,2.579238392
2017/3/15,1257.399625,1198.8,1211.177252,1205.260693,0.559372135,10.88359701,2.467383411
2017/3/16,1257,1229.35,1246.009673,1198.874116,0.556478402,9.98012481,2.35663402
2017/3/17,1091.171888,1229.6,1273.151998,1228.333778,0.860703469,9.126651081,2.802737991
2017/3/18,952.2323625,1229.6,1250.058202,1231.241244,0.552644134,24.09575554,3.649161266
2017/3/19,967.69,1229.6,1087.886532,1227.726873,0.600507589,40.73817682,4.946067563
2017/3/20,1049.084488,1232.4,965.0413455,1231.411591,0.594525366,36.43344219,4.654095569
2017/3/21,1118.630043,1241.6,962.3530235,1230.999517,0.589460678,40.03622142,4.857960296
2017/3/22,1113,1249.05,1035.369186,1242.277972,0.589225677,40.31017247,4.87358068
2017/3/23,1038.789,1247.5,1127.966981,1249.1254,0.544579595,36.21789738,4.441117866
2017/3/24,941.9197143,1247.5,1124.08654,1246.728778,0.533815346,37.54031978,4.476561044
2017/3/25,927.93,1247.5,1028.983655,1248.872703,0.528709699,43.30659353,4.78504086
2017/3/26,956.7863125,1247.5,939.5207475,1245.827309,0.523691699,39.24669219,4.533560069
2017/3/27,1037.22925,1257.55,937.8475226,1249.205438,0.518635113,36.28304882,4.337933047
2017/3/28,1041.04,1257.25,953.3696147,1256.056704,0.54284167,39.49531718,4.630302789
2017/3/29,1040.5755,1251.1,1025.767203,1258.252629,0.517728942,35.71762151,4.300237947
2017/3/30,1037.90455,1248.8,1050.93597,1250.878135,0.522765517,32.40659507,4.115950733
2017/3/31,1034.74,1244.85,1047.800321,1248.311478,0.5128753,29.47652938,3.888159441
2017/4/1,1086.929571,1244.85,1025.61437,1246.036762,0.511625718,26.83926746,3.705625384
2017/4/2,1099.169125,1244.85,1033.563088,1243.25503,0.503917161,26.61377301,3.662121918
2017/4/3,1079.99,1247.25,1096.93581,1246.595165,0.499032474,24.26124726,3.479533051
2017/4/4,1141.600363,1257.65,1096.561988,1245.692896,0.496848575,22.41174383,3.336951152
2017/4/5,1133.079314,1245.8,1072.975874,1258.657483,0.534131116,23.27962831,3.526240752
2017/4/6,1133.53,1252.5,1143.988729,1245.630354,0.542460668,21.21420858,3.392325715
2017/4/7,1190.45425,1266.45,1140.714102,1251.858839,0.512653216,19.184067,3.136044266
2017/4/8,1181.149838,1266.45,1128.036327,1267.61382,0.566913391,19.68746057,3.340821013
2017/4/9,1184.03,1266.45,1182.831013,1264.954398,0.50170587,17.89122791,2.996019703
2017/4/10,1207.744875,1250.05,1191.644407,1268.047559,0.4969812,16.07774061,2.82671803
2017/4/11,1226.617038,1252.9,1186.857452,1248.852604,0.565243457,14.71407661,2.883927101
2017/4/12,1219.09,1274.3,1195.478214,1253.58032,0.511681415,13.28778505,2.607510816
2017/4/13,1180.023713,1284.15,1229.012178,1274.028875,0.570818194,11.8621998,2.602145166
2017/4/14,1185.260057,1284.15,1231.005722,1283.788195,0.537031893,12.06961917,2.545932134
2017/4/15,1170.36,1284.15,1174.72336,1285.065331,0.524810896,10.70094402,2.369804215
2017/4/16,1186.927413,1284.15,1175.386692,1282.89276,0.52089998,9.75470329,2.254157215
2017/4/17,1205.634875,1284.15,1181.02544,1285.53867,0.516857093,8.766220844,2.128587189
2017/4/18,1176.97,1278.95,1191.051716,1282.909417,0.512834908,7.93991631,2.01788658
2017/4/19,1217.930088,1279.05,1193.138847,1279.899694,0.51449092,7.99071737,2.027597478
2017/4/20,1241.686325,1282.1,1180.593323,1278.610972,0.506824433,8.483061075,2.073504911
2017/4/21,1236.63,1281.85,1226.164464,1281.945774,0.505237141,7.917130545,2.0000071
2017/4/22,1261.311225,1281.85,1234.39485,1282.571649,0.49946815,7.113777111,1.884968194
2017/4/23,1257.988113,1281.85,1232.848749,1280.732593,0.495473685,6.727926517,1.825790389
2017/4/24,1240.84,1269.4,1268.999252,1283.17804,0.491421419,6.037686162,1.722512206
2017/4/25,1279.414688,1267.8,1259.239389,1268.265827,0.53095481,5.764295234,1.749451423
2017/4/26,1309.109875,1261.85,1234.00059,1268.648901,0.495277885,6.251434536,1.759601453
2017/4/27,1288.02,1262.8,1279.213289,1261.526564,0.500292647,6.148765698,1.753904863
2017/4/28,1331.294429,1266.45,1315.306371,1262.60203,0.490122413,6.007259583,1.7158941
2017/4/29,1334.979038,1266.45,1287.462783,1267.108683,0.490427152,6.633271099,1.803645268
2017/4/30,1333,1266.45,1323.231052,1265.474642,0.483243593,5.958436142,1.696872443
2017/5/1,1417.172813,1266.45,1339.954724,1267.59601,0.479441406,5.387481652,1.607165759
2017/5/2,1452.076288,1255.45,1339.14725,1265.37813,0.475658539,9.477791692,2.123250468
2017/5/3,1447.55,1250.3,1405.570772,1256.404948,0.513430867,9.053126807,2.155957965
2017/5/4,1508.292125,1228.45,1451.19348,1249.782525,0.484583181,8.172118857,1.989992802
2017/5/5,1533.335071,1228.05,1460.376827,1228.732513,0.594776461,9.184409768,2.337235705
2017/5/6,1518.75,1228.05,1500.624036,1228.209738,0.498246504,8.447763455,2.051601474
2017/5/7,1535.868429,1228.05,1524.345008,1227.515488,0.494827847,7.799249516,1.964506515
2017/5/8,1640.619225,1229.8,1531.651614,1228.907035,0.491430321,7.09531075,1.867311125
2017/5/9,1651.1,1220.4,1538.1239,1228.815614,0.488855555,11.52755247,2.373880381
2017/5/10,1762.88625,1222.95,1622.291005,1221.473349,0.503082797,10.30953941,2.277400255
2017/5/11,1820.990563,1223.15,1658.565741,1222.062142,0.4885072,14.29838308,2.642889154
2017/5/12,1829,1231.25,1772.093153,1223.723719,0.483856231,13.77258538,2.581463008
2017/5/13,1771.920013,1231.25,1809.000314,1231.058981,0.497379892,12.25966419,2.469354259
2017/5/14,1776.3165,1231.25,1826.243136,1231.040755,0.48167027,12.43892387,2.447745865
2017/5/15,1780,1233.3,1788.189611,1231.873597,0.478364928,11.12431237,2.306833519
2017/5/16,1739.031975,1234.2,1770.950152,1232.411613,0.476477084,9.979161642,2.180559982
2017/5/17,1807.485063,1257.4,1766.765201,1235.216487,0.472352069,9.818312647,2.15353205
2017/5/18,1783.98,1255.9,1752.543104,1256.24177,0.56854048,10.35669098,2.426560953
2017/5/19,1961.520488,1252,1810.444519,1256.925647,0.496853329,9.633813333,2.187828198
2017/5/20,2052.909788,1252,1772.333359,1251.403837,0.495131871,19.60213876,3.115388202
2017/5/21,2008.84,1252,1954.400481,1252.123987,0.491568609,19.64612225,3.107638489
2017/5/22,2090.662313,1258.85,2066.035482,1252.398394,0.488555434,18.21454485,2.983088141
2017/5/23,2287.710288,1260.2,2014.235914,1257.978318,0.491657341,17.86029396,2.96329962
2017/5/24,2256.32,1252.55,2070.834611,1261.366329,0.485303856,25.90870689,3.545926588
2017/5/25,2387.206286,1256.95,2282.652177,1251.425143,0.489505174,23.25848505,3.374188608
2017/5/26,2211.976857,1265.05,2283.210418,1257.86206,0.484823401,24.20240691,3.425477082
2017/5/27,2279.82,1265.05,2373.284904,1264.434214,0.489127885,28.78694627,3.752398985
2017/5/28,2192.9808,1265.05,2203.722248,1265.261149,0.480358699,26.3224468,3.555870681
2017/5/29,2275.9307,1265.05,2290.595358,1265.317321,0.477448342,25.44239819,3.485316462
2017/5/30,2290.02,1262.7,2202.306554,1264.39529,0.474539709,23.97249998,3.372818282
2017/5/31,2285.933914,1266.2,2255.839841,1263.674959,0.472534108,21.30953535,3.173244755
2017/6/1,2399.242671,1264.85,2290.802522,1265.097342,0.471505202,19.01000033,2.99387943
2017/6/2,2409.93,1274.95,2305.850946,1265.905197,0.467086604,19.42668028,3.012298478
2017/6/3,2525.765158,1274.95,2384.10372,1274.07027,0.484686729,17.3076201,2.896337993
2017/6/4,2516.173143,1274.95,2398.983396,1275.474719,0.466476235,17.75546615,2.877933809
2017/6/5,2529.53,1279.95,2539.700749,1274.909366,0.463641672,15.89412099,2.714622778
2017/6/6,2883.313697,1293.5,2523.553647,1279.483536,0.466273011,14.16089936,2.569600197
2017/6/7,2664.920863,1291,2512.2099,1294.237005,0.49606052,33.4716327,4.074795152
2017/6/8,2683.03,1273.1,2865.844004,1290.116138,0.465496717,37.08893858,4.155090752
2017/6/9,2827.4913,1266.55,2707.310854,1274.206067,0.505129188,33.05349934,4.086109064
2017/6/10,2845.372857,1266.55,2676.905023,1265.612648,0.477236093,32.34323185,3.928785767
2017/6/11,2898.63,1266.55,2782.131998,1267.197291,0.471716466,28.96400297,3.696322109
2017/6/12,2657.675063,1266.4,2873.078531,1266.33144,0.469077437,26.23565405,3.508069749
2017/6/13,2748.185086,1262,2928.355044,1266.19247,0.466441865,31.76674868,3.849330006
2017/6/14,2706,1275.5,2631.565312,1262.669035,0.466726351,29.49218516,3.710091637
2017/6/15,2442.48025,1254.55,2722.057082,1274.412744,0.488752217,26.8936241,3.625509398
2017/6/16,2464.959814,1255.4,2746.855338,1256.030308,0.560329653,35.14606811,4.437722858
2017/6/17,2477.94,1255.4,2463.219761,1253.951383,0.471793751,31.56217568,3.858864762
2017/6/18,2507.389252,1255.4,2410.68823,1256.565606,0.468870808,28.38334046,3.648029573
2017/6/19,2617.210263,1248.15,2481.574238,1254.764048,0.466080055,25.62937862,3.456203437
2017/6/20,2600,1242.2,2557.453259,1248.265823,0.474163908,24.7905473,3.42852487
2017/6/21,2671.04325,1242.5,2586.890309,1242.757457,0.470300955,22.44475575,3.24896754
2017/6/22,2727.288013,1250.8,2567.825607,1241.446265,0.46228348,20.8007662,3.100943501
2017/6/23,2713.48,1255.7,2710.822968,1252.098167,0.475870837,19.02874386,3.00918997
2017/6/24,2589.164888,1255.7,2739.734504,1254.346096,0.46581595,17.17491248,2.828488673
2017/6/25,2512.366286,1255.7,2671.44639,1256.885538,0.458671195,18.20066635,2.889311575
2017/6/26,2502.03,1245.25,2601.987071,1254.939353,0.455969568,17.60036786,2.832884067
2017/6/27,2517.903114,1249.55,2549.622758,1245.604555,0.478623541,15.88351521,2.757213139
2017/6/28,2585.349186,1248,2472.761459,1249.70833,0.460670668,14.2507257,2.562204387
2017/6/29,2558.3,1243.5,2493.840202,1247.392224,0.454825056,13.37883445,2.46678518
2017/6/30,2477.641375,1242.25,2621.339248,1244.541065,0.456630513,12.19917233,2.360193704
2017/7/1,2501.191343,1242.25,2568.80796,1241.051181,0.4506324,12.40669519,2.364499698
2017/7/2,2421.26,1242.25,2442.136155,1243.432028,0.447797957,11.13939876,2.23342786
2017/7/3,2561.225429,1229.25,2504.160321,1241.343348,0.445180644,11.50571134,2.263210105
2017/7/4,2599.729838,1223.75,2459.287232,1229.904538,0.487296489,13.79472165,2.592705041
2017/7/5,2598.89,1220.3,2533.303475,1223.636332,0.455176368,12.56074953,2.391099401
2017/7/6,2609.96775,1224.9,2575.823657,1219.965757,0.449705539,11.31729684,2.255981178
2017/7/7,2491.201214,1215.65,2637.45957,1225.63147,0.451507375,10.17133719,2.142996442
2017/7/8,2502.86,1215.65,2615.99582,1214.787111,0.46524033,11.99965552,2.362778808
2017/7/9,2536.238938,1215.65,2457.812682,1216.593804,0.445190159,10.8153352,2.194283663
2017/7/10,2366.170143,1211.9,2509.19068,1214.84671,0.442720092,9.855410921,2.088824654
