Unnamed: 0,Date,Bitcoin,Gold,rt_bitcoin,rt_gold,sigma_bitcoin,sigma_gold
35,2016-10-16,641.42,1251.75,0.005440234,0.0,0.17008336100000002,0.09871448099999999
36,2016-10-17,638.97,1254.8,-0.0038269640000000004,0.002433625,0.168303017,0.09735437699999999
37,2016-10-18,636.29,1258.2,-0.004203071,0.002705931,0.16660334699999998,0.096549922
38,2016-10-19,629.25,1269.05,-0.0111258,0.008586461,0.165049831,0.095831322
39,2016-10-20,627.72,1271.65,-0.0024344270000000003,0.002046681,0.16677569,0.09795646699999999
40,2016-10-21,631.92,1266.05,0.006668596999999999,-0.004413452,0.164832507,0.096995137
41,2016-10-22,655.48,1266.05,0.036604988,0.0,0.163884369,0.096115885
42,2016-10-23,653.25,1266.05,-0.003407887,0.0,0.193893576,0.09494818599999999
43,2016-10-24,651.39,1265.55,-0.002851363,-0.00039500699999999995,0.19205388399999998,0.093822019
44,2016-10-25,655.31,1269.4,0.005999865,0.003037538,0.19015765399999998,0.092713036
45,2016-10-26,651.45,1270.5,-0.005907758000000001,0.0008661760000000001,0.188509628,0.09215200900000001
46,2016-10-27,682.22,1266.25,0.046151539000000005,-0.0033507470000000003,0.187467028,0.091202085
47,2016-10-28,687.68,1273.0,0.007971427,0.005316543000000001,0.22405244100000002,0.090361336
48,2016-10-29,685.91,1273.0,-0.00257719,0.0,0.222271355,0.090554938
49,2016-10-30,698.0,1273.0,0.017472678999999998,0.0,0.220314459,0.089607348
50,2016-10-31,702.0,1272.0,0.005714301,-0.000785855,0.22202213,0.088688896
51,2016-11-01,697.01,1288.45,-0.0071336459999999996,0.012849481000000001,0.219978543,0.08777926
52,2016-11-02,733.33,1303.75,0.050796047000000004,0.011804782,0.219265805,0.092049337
53,2016-11-03,686.17,1301.0,-0.066470395,-0.0021115279999999997,0.251825969,0.095109258
54,2016-11-04,683.69,1302.8,-0.003620812,0.001382595,0.308141478,0.094272632
55,2016-11-05,704.79,1302.8,0.030395288,0.0,0.30559760199999997,0.09345308
56,2016-11-06,712.0,1302.8,0.010178025,0.0,0.311524903,0.092586067
57,2016-11-07,709.96,1283.05,-0.0028692809999999996,-0.015275738,0.309383449,0.09174274800000001
58,2016-11-08,708.97,1282.35,-0.0013954179999999998,-0.000545724,0.306940233,0.096220788
59,2016-11-09,720.93,1281.4,0.016728833000000002,-0.000741102,0.304420748,0.095373015
60,2016-11-10,721.5,1267.5,0.000790333,-0.010906774,0.303941599,0.094548009
61,2016-11-11,715.45,1236.45,-0.008420663,-0.024802086,0.301426094,0.096110734
62,2016-11-12,703.71,1236.45,-0.016545376,0.0,0.30010476199999997,0.107127495
63,2016-11-13,702.28,1236.45,-0.002034155,0.0,0.301098949,0.10627014900000001
64,2016-11-14,706.46,1213.6,0.0059343980000000005,-0.018653221,0.298852593,0.105433054
65,2016-11-15,710.91,1226.95,0.0062792559999999996,0.010940266,0.296662276,0.110244453
66,2016-11-16,711.73,1229.2,0.001152786,0.001832136,0.294545994,0.112032207
67,2016-11-17,736.96,1226.75,0.034834991,-0.001995155,0.292313286,0.111322591
68,2016-11-18,747.52,1211.0,0.014227443999999999,-0.012921931000000001,0.299919714,0.110488685
69,2016-11-19,748.98,1211.0,0.00195122,0.0,0.298925171,0.111979911
70,2016-11-20,729.06,1211.0,-0.026956248,0.0,0.296755708,0.11118204
71,2016-11-21,738.53,1214.25,0.012905691,0.002680138,0.302184762,0.110400968
72,2016-11-22,736.97,1212.25,-0.002114538,-0.001648465,0.301007746,0.109863289
73,2016-11-23,741.63,1185.35,0.006303281,-0.022440047,0.299079978,0.10908973599999999
74,2016-11-24,737.45,1186.1,-0.0056521769999999995,0.000632524,0.29715540100000004,0.11527402099999999
75,2016-11-25,735.64,1187.7,-0.002457421,0.00134805,0.295672828,0.114550741
76,2016-11-26,733.67,1187.7,-0.002681532,0.0,0.29387832,0.11389319199999999
77,2016-11-27,727.96,1187.7,-0.007813235,0.0,0.292133119,0.113162358
78,2016-11-28,727.31,1187.0,-0.000893305,-0.0005895480000000001,0.291029378,0.11244539199999999
79,2016-11-29,732.71,1186.55,0.007397193000000001,-0.000379179,0.28922577,0.111722735
80,2016-11-30,742.69,1178.1,0.013528741,-0.007146965,0.287621643,0.11101940699999999
81,2016-12-01,742.05,1161.85,-0.0008621039999999999,-0.013889408999999998,0.28685430100000003,0.110786175
82,2016-12-02,772.43,1173.5,0.040124763,0.009977174,0.285151113,0.112251499
83,2016-12-03,764.33,1173.5,-0.010541756999999999,0.0,0.294377709,0.11339336300000001
84,2016-12-04,762.97,1173.5,-0.001780921,0.0,0.293881756,0.11272920300000001
85,2016-12-05,754.63,1162.2,-0.010991148999999999,-0.009675976,0.292259367,0.112076558
86,2016-12-06,756.62,1172.5,0.0026335829999999997,0.008823461,0.29184388699999997,0.11230594
87,2016-12-07,758.99,1177.65,0.003127456,0.004382706,0.29014320000000005,0.113043694
88,2016-12-08,769.72,1171.05,0.01403821,-0.005620145,0.28847632,0.11281736699999999
89,2016-12-09,770.02,1163.6,0.000389676,-0.006382135,0.287821216,0.11239946199999999
90,2016-12-10,769.08,1163.6,-0.001221493,0.0,0.286228324,0.11207298199999999
91,2016-12-11,777.0,1163.6,0.010245355,0.0,0.28472501,0.111468212
92,2016-12-12,777.0,1156.1,0.0,-0.006466375999999999,0.28359389100000004,0.11087311
93,2016-12-13,777.99,1158.55,0.00127332,0.002116952,0.282089307,0.11057758300000001
94,2016-12-14,774.89,1162.25,-0.003992587,0.0031885579999999998,0.28057736,0.11013415300000001
95,2016-12-15,776.75,1126.95,0.0023974639999999998,-0.030842913,0.27936091,0.109802303
96,2016-12-16,775.88,1131.6,-0.0011206789999999999,0.004117692,0.277886741,0.11928629199999999
97,2016-12-17,788.7,1131.6,0.016388151,0.0,0.276516197,0.119030725
98,2016-12-18,788.4,1131.6,-0.000380445,0.0,0.276430408,0.118438667
99,2016-12-19,788.67,1136.25,0.000342407,0.004100805999999999,0.27506932100000003,0.117855334
100,2016-12-20,793.09,1125.7,0.005588726,-0.009328302,0.273704795,0.117605579
101,2016-12-21,824.21,1133.65,0.038488644,0.007037451,0.27240115,0.117659927
102,2016-12-22,834.97,1131.35,0.012970444,-0.002030906,0.27950896,0.117867435
103,2016-12-23,901.31,1131.35,0.076453465,0.0,0.278798119,0.117285007
104,2016-12-24,891.61,1131.35,-0.010820443,0.0,0.309805773,0.116733716
105,2016-12-25,892.6,1131.35,0.001109735,0.0,0.30947825,0.116190111
106,2016-12-26,897.33,1131.35,0.005285135,0.0,0.308031235,0.115654014
107,2016-12-27,930.37,1131.35,0.036158669,0.0,0.30659431600000003,0.115125256
108,2016-12-28,930.34,1134.6,-3.2200000000000003e-05,0.002868556,0.311033177,0.11460367
109,2016-12-29,963.38,1145.9,0.034897823,0.009910189,0.309666538,0.114259579
110,2016-12-30,952.15,1145.9,-0.011725349,0.0,0.313438113,0.115029876
111,2016-12-31,958.12,1145.9,0.006250446,0.0,0.31330762100000004,0.11451868300000001
112,2017-01-01,997.72,1145.9,0.040499645,0.0,0.311923462,0.11401423699999999
113,2017-01-02,1015.97,1145.9,0.018126424,0.0,0.317432234,0.113516391
114,2017-01-03,1013.42,1151.0,-0.0025130720000000003,0.004440775,0.31700736,0.113025004
115,2017-01-04,1126.76,1164.25,0.10601550800000001,0.011445973,0.31584783899999996,0.112845065
116,2017-01-05,994.67,1176.7,-0.124690513,0.010636808000000001,0.362600314,0.113905807
117,2017-01-06,999.65,1175.85,0.004994194,-0.00072262,0.42769124700000005,0.114726156
118,2017-01-07,896.83,1175.85,-0.108538894,0.0,0.42586305,0.114231414
119,2017-01-08,908.14,1175.85,0.012532228000000001,0.0,0.467639335,0.113751929
120,2017-01-09,910.49,1178.5,0.002584364,0.002251153,0.46596203399999997,0.113278429
121,2017-01-10,906.05,1189.5,-0.004888424000000001,0.009290607,0.464017536,0.11289987300000001
122,2017-01-11,785.22,1178.55,-0.143130559,-0.009248181,0.462305455,0.113400128
123,2017-01-12,780.92,1205.05,-0.005491221,0.022236191000000002,0.524803454,0.11356779
124,2017-01-13,826.29,1190.35,0.05647309,-0.012273678,0.522819525,0.117873104
125,2017-01-14,817.91,1190.35,-0.010193495,0.0,0.529010025,0.118533087
126,2017-01-15,819.55,1190.35,0.002003103,0.0,0.527317035,0.118060505
127,2017-01-16,830.5,1203.0,0.01327252,0.010571055,0.5252204220000001,0.11759353
128,2017-01-17,903.84,1216.05,0.084624425,0.010789463999999999,0.523484003,0.11822534400000001
129,2017-01-18,906.6,1214.75,0.003048985,-0.001069607,0.5395257179999999,0.118868437
130,2017-01-19,895.798875,1196.05,-0.011985421000000001,-0.015513833999999999,0.5374305220000001,0.118404527
131,2017-01-20,893.6210875,1200.55,-0.0024340720000000002,0.0037553240000000004,0.535935965,0.119741424
132,2017-01-21,895.64,1200.55,0.002256701,0.0,0.533957127,0.119446124
133,2017-01-22,918.603625,1200.55,0.025316172,0.0,0.531931343,0.11899387
134,2017-01-23,922.0736125,1212.85,0.0037703420000000003,0.010193177,0.531235479,0.11854671300000001
135,2017-01-24,919.97,1216.8,-0.002284,0.0032515,0.529251418,0.119048005
136,2017-01-25,893.045625,1195.0,-0.029703389,-0.018078277,0.52735651,0.118723165
137,2017-01-26,915.95625,1189.7,0.02533093,-0.004445011,0.528099345,0.120643994
138,2017-01-27,915.05,1184.85,-0.000989893,-0.00408499,0.5274604629999999,0.12030365300000001
139,2017-01-28,920.31225,1184.85,0.005734306,0.0,0.525581946,0.119946758
140,2017-01-29,915.933,1184.85,-0.004769797,0.0,0.523709656,0.119516329
141,2017-01-30,912.19,1192.8,-0.004094916,0.0066873,0.521978111,0.1190905
142,2017-01-31,964.706075,1212.8,0.055975168,0.016628251,0.520239546,0.119085425
143,2017-02-01,979.703875,1203.65,0.015426888,-0.0075731290000000005,0.52534516,0.12089788800000001
144,2017-02-02,983.42,1221.95,0.003785935,0.015089336,0.5238744089999999,0.120824421
145,2017-02-03,1013.0269999999999,1215.2,0.029661865,-0.005539271,0.52205318,0.12219269599999999
146,2017-02-04,1030.999413,1215.2,0.017585757,0.0,0.52193428,0.12194446699999999
147,2017-02-05,1034.07,1215.2,0.0029738359999999997,0.0,0.520627608,0.121525751
148,2017-02-06,1024.01375,1226.75,-0.009772518000000001,0.009459724000000001,0.518854264,0.12111131900000001
149,2017-02-07,1050.11,1231.0,0.025164966,0.003458451,0.51751164,0.121408461
150,2017-02-08,1052.84,1242.1,0.002596354,0.008976648,0.516893504,0.121108091
151,2017-02-09,976.1030000000001,1236.8,-0.07567844,-0.004276097,0.51516954,0.12132332
152,2017-02-10,999.1035,1228.3,0.023290263,-0.006896299,0.527913179,0.121020338
153,2017-02-11,997.59,1228.3,-0.0015160070000000002,0.0,0.527109131,0.12090381800000001
154,2017-02-12,1000.604625,1228.3,0.0030173509999999997,0.0,0.525431812,0.12050713699999999
155,2017-02-13,999.877375,1222.25,-0.000727075,-0.004937677,0.523723092,0.120114335
156,2017-02-14,1001.2,1230.75,0.0013219129999999999,0.006930316999999999,0.522063253,0.11985795099999999
157,2017-02-15,1012.325988,1224.4,0.011051361,-0.005172812,0.520393927,0.11984524199999999
158,2017-02-16,1035.208125,1240.55,0.022351852000000002,0.013103901999999999,0.518877028,0.11960892599999999
159,2017-02-17,1035.2,1241.95,-7.85e-06,0.001127895,0.518055405,0.12045906
160,2017-02-18,1056.637138,1241.95,0.020496709,0.0,0.516446563,0.12009296300000001
161,2017-02-19,1052.779286,1241.95,-0.0036577470000000003,0.0,0.5154894,0.119715796
162,2017-02-20,1050.87,1237.3,-0.0018152139999999999,-0.003751139,0.513991965,0.119342161
163,2017-02-21,1123.788429,1233.2,0.06708711099999999,-0.0033191690000000003,0.5124592139999999,0.11904434400000001
164,2017-02-22,1123.2231880000002,1236.65,-0.000503105,0.002793694,0.5196935220000001,0.11873105699999999
165,2017-02-23,1130.01,1247.9,0.006024084,0.009056028,0.518142787,0.118434087
166,2017-02-24,1174.86625,1253.65,0.038927829,0.004597158,0.516582929,0.118651655
167,2017-02-25,1150.605714,1253.65,-0.0208658,0.0,0.517666037,0.118449228
168,2017-02-26,1150.37,1253.65,-0.000204882,0.0,0.517393982,0.118092617
169,2017-02-27,1190.75195,1257.2,0.034501369,0.00282773,0.515883165,0.11773920800000001
170,2017-02-28,1187.565286,1255.6,-0.002679765,-0.00127348,0.516338404,0.11745149099999999
171,2017-03-01,1190.89,1240.4,0.002795694,-0.012179638000000001,0.514905185,0.117109373
172,2017-03-02,1259.410817,1238.1,0.05594307900000001,-0.001855962,0.51339943,0.117649445
173,2017-03-03,1285.14,1226.5,0.020223656,-0.009413362,0.5174818379999999,0.117318465
174,2017-03-04,1287.0,1226.5,0.0014462670000000002,0.0,0.51651348,0.11748248300000001
175,2017-03-05,1270.9333,1226.5,-0.012562416000000002,0.0,0.515042171,0.117143669
176,2017-03-06,1275.197375,1230.95,0.003349458,0.0036216440000000003,0.5141326970000001,0.11680777
177,2017-03-07,1279.5,1216.65,0.0033684059999999996,-0.011685049,0.512671037,0.116574895
178,2017-03-08,1157.3933,1209.2,-0.100299055,-0.006142196,0.511221719,0.117018261
179,2017-03-09,1192.469143,1206.55,0.029855746000000002,-0.002193937,0.531116685,0.11688154199999999
180,2017-03-10,1192.09,1202.65,-0.000317998,-0.003237592,0.530961904,0.116569843
181,2017-03-11,1179.159875,1202.65,-0.010905855,0.0,0.52951447,0.116288188
182,2017-03-12,1227.494625,1202.65,0.040172987,0.0,0.5284489689999999,0.115966444
183,2017-03-13,1227.68,1204.2,0.000151008,0.001287991,0.529531715,0.11564735599999999
184,2017-03-14,1245.370786,1204.6,0.014307096000000002,0.000332116,0.528106819,0.11534895
185,2017-03-15,1257.399625,1198.8,0.009612493,-0.004826505,0.5268805520000001,0.11503768699999999
186,2017-03-16,1257.0,1229.35,-0.00031786900000000003,0.025164517999999997,0.525518669,0.114834906
187,2017-03-17,1091.171888,1229.6,-0.141475684,0.00020333900000000003,0.524135459,0.11836766800000001
188,2017-03-18,952.2323625,1229.6,-0.136198441,0.0,0.560539466,0.118051133
189,2017-03-19,967.69,1229.6,0.016102705,0.0,0.591564816,0.117735966
190,2017-03-20,1049.0844880000002,1232.4,0.080761359,0.002274574,0.590309802,0.117423311
191,2017-03-21,1118.630043,1241.6,0.064186893,0.0074373830000000005,0.598654605,0.117152566
192,2017-03-22,1113.0,1249.05,-0.0050456879999999996,0.005982392,0.603066181,0.117188358
193,2017-03-23,1038.789,1247.5,-0.069003461,-0.0012417139999999999,0.6015969210000001,0.117105313
194,2017-03-24,941.9197142999999,1247.5,-0.097890849,0.0,0.608114129,0.116804848
195,2017-03-25,927.93,1247.5,-0.014963743,0.0,0.621945552,0.11650239
196,2017-03-26,956.7863125,1247.5,0.030623779,0.0,0.620787242,0.11620227
197,2017-03-27,1037.22925,1257.55,0.080728177,0.008023835,0.620422423,0.11590445699999999
198,2017-03-28,1041.04,1257.25,0.0036672379999999997,-0.000238588,0.6279658770000001,0.11599163900000001
199,2017-03-29,1040.5755,1251.1,-0.00044628800000000003,-0.004903632,0.6263798110000001,0.115696873
200,2017-03-30,1037.90455,1248.8,-0.002570101,-0.001840074,0.624817482,0.115522405
201,2017-03-31,1034.74,1244.85,-0.003053637,-0.003168049,0.623292056,0.11524497
202,2017-04-01,1086.9295710000001,1244.85,0.049206627,0.0,0.621785275,0.115001511
203,2017-04-02,1099.169125,1244.85,0.01119774,0.0,0.623395249,0.1147156
204,2017-04-03,1079.99,1247.25,-0.017602772,0.0019260870000000002,0.621960496,0.114431811
205,2017-04-04,1141.600363,1257.65,0.055479323,0.008303772,0.621030858,0.11417656300000001
206,2017-04-05,1133.079314,1245.8,-0.0074921219999999995,-0.009467006,0.623485993,0.11429468
207,2017-04-06,1133.53,1252.5,0.000397674,0.00536366,0.622125394,0.114470111
208,2017-04-07,1190.45425,1266.45,0.0489983,0.011076157,0.620629709,0.11436265300000001
209,2017-04-08,1181.149838,1266.45,-0.007846554,0.0,0.622127434,0.114767644
210,2017-04-09,1184.03,1266.45,0.0024354710000000003,0.0,0.6208053379999999,0.114491673
211,2017-04-10,1207.744875,1250.05,0.019831007,-0.01303416,0.6193260039999999,0.11421768300000001
212,2017-04-11,1226.617038,1252.9,0.015505123999999999,0.002277314,0.618248725,0.11480355800000001
213,2017-04-12,1219.09,1274.3,-0.006155326,0.016936144,0.617001476,0.114564976
214,2017-04-13,1180.023713,1284.15,-0.032570145,0.007700013,0.6156724170000001,0.115815264
215,2017-04-14,1185.260057,1284.15,0.004427674,0.0,0.615992706,0.11585920699999999
216,2017-04-15,1170.36,1284.15,-0.012650814,0.0,0.614561372,0.115588298
217,2017-04-16,1186.9274130000001,1284.15,0.014056568,0.0,0.613472491,0.11531928
218,2017-04-17,1205.634875,1284.15,0.015638333,0.0,0.612227073,0.115052131
219,2017-04-18,1176.97,1278.95,-0.024062956,-0.0040575920000000005,0.611040292,0.11478683099999999
220,2017-04-19,1217.930088,1279.05,0.034209429,7.82e-05,0.610641207,0.114600244
221,2017-04-20,1241.686325,1282.1,0.019317627,0.002381744,0.610578927,0.114338585
222,2017-04-21,1236.63,1281.85,-0.004080457,-0.000195012,0.609553267,0.114110688
223,2017-04-22,1261.311225,1281.85,0.019761897,0.0,0.608248544,0.113852237
224,2017-04-23,1257.988113,1281.85,-0.0026381259999999998,0.0,0.607256519,0.11359563199999999
225,2017-04-24,1240.84,1269.4,-0.013725138999999999,-0.009759999,0.6059445,0.113340755
226,2017-04-25,1279.414688,1267.8,0.030614129,-0.001261233,0.604975916,0.113544214
227,2017-04-26,1309.109875,1261.85,0.022944722999999997,-0.004704217,0.604646468,0.113297268
228,2017-04-27,1288.02,1262.8,-0.016241266,0.00075258,0.603831256,0.113146173
229,2017-04-28,1331.2944289999998,1266.45,0.033045568,0.0028862329999999998,0.603008754,0.11290124900000001
230,2017-04-29,1334.9790380000002,1266.45,0.002763866,0.0,0.602865722,0.112700186
231,2017-04-30,1333.0,1266.45,-0.001483549,0.0,0.60155411,0.11245403400000001
232,2017-05-01,1417.1728130000001,1266.45,0.061231869,0.0,0.600280728,0.112209487
233,2017-05-02,1452.076288,1255.45,0.024330545,-0.008723637,0.603360067,0.11196652900000001
234,2017-05-03,1447.55,1250.3,-0.003121983,-0.004110552,0.602623764,0.11207659699999999
235,2017-05-04,1508.292125,1228.45,0.041105495,-0.01763031,0.6013935229999999,0.111908307
236,2017-05-05,1533.3350710000002,1228.05,0.01646718,-0.000325667,0.6019228010000001,0.11311056800000001
237,2017-05-06,1518.75,1228.05,-0.00955752,0.0,0.600853301,0.112869651
238,2017-05-07,1535.8684289999999,1228.05,0.011208345,0.0,0.599812801,0.11263075199999999
239,2017-05-08,1640.619225,1229.8,0.065977774,0.001424009,0.598622264,0.11239336400000001
240,2017-05-09,1651.1,1220.4,0.006367986,-0.0076728809999999995,0.6022722420000001,0.11217125800000001
241,2017-05-10,1762.88625,1222.95,0.065510648,0.002087299,0.601023006,0.11219027
242,2017-05-11,1820.9905629999998,1223.15,0.032428238,0.000163526,0.604505188,0.111983838
243,2017-05-12,1829.0,1231.25,0.004388751,0.006600415,0.604238625,0.111752406
244,2017-05-13,1771.920013,1231.25,-0.031705658,0.0,0.602994055,0.111744322
245,2017-05-14,1776.3165,1231.25,0.002478126,0.0,0.603370725,0.11151457699999999
246,2017-05-15,1780.0,1233.3,0.002071526,0.00166359,0.602142076,0.111286243
247,2017-05-16,1739.031975,1234.2,-0.023284742,0.0007294830000000001,0.600922896,0.111076646
248,2017-05-17,1807.4850629999999,1257.4,0.038607788999999997,0.01862311,0.600635437,0.110855436
249,2017-05-18,1783.98,1255.9,-0.013089588000000001,-0.00119365,0.600873462,0.11226087300000001
250,2017-05-19,1961.520488,1252.0,0.09487310800000001,-0.0031101740000000003,0.600033109,0.11203868300000001
251,2017-05-20,2052.909788,1252.0,0.045538264,0.0,0.608728879,0.11185128400000001
252,2017-05-21,2008.84,1252.0,-0.021700754,0.0,0.6095117760000001,0.111627586
253,2017-05-22,2090.662313,1258.85,0.039923471,0.005456333000000001,0.609129732,0.111405224
254,2017-05-23,2287.7102879999998,1260.2,0.090070531,0.0010718330000000001,0.609394644,0.11132838199999999
255,2017-05-24,2256.32,1252.55,-0.013816276,-0.006088965,0.616695609,0.11111538300000001
256,2017-05-25,2387.206286,1256.95,0.056388597,0.003506678,0.615899946,0.111051049
257,2017-05-26,2211.976857,1265.05,-0.076237143,0.006423496,0.6177348260000001,0.110894723
258,2017-05-27,2279.82,1265.05,0.030209871,0.0,0.6241010810000001,0.110872364
259,2017-05-28,2192.9808,1265.05,-0.038834778,0.0,0.62361352,0.11065659
260,2017-05-29,2275.9307,1265.05,0.037127352999999995,0.0,0.6245733760000001,0.110442071
261,2017-05-30,2290.02,1262.7,0.0061714840000000005,-0.001859362,0.6245387379999999,0.110228795
262,2017-05-31,2285.933914,1266.2,-0.001785895,0.002768004,0.623342763,0.11002903300000001
263,2017-06-01,2399.242671,1264.85,0.048378477999999996,-0.0010667510000000001,0.6222030479999999,0.109856186
264,2017-06-02,2409.93,1274.95,0.004444568,0.007953424,0.623114818,0.109649833
265,2017-06-03,2525.7651579999997,1274.95,0.046946348,0.0,0.621934055,0.10972896900000001
266,2017-06-04,2516.173143,1274.95,-0.003804896,0.0,0.622690678,0.10952104300000001
267,2017-06-05,2529.53,1279.95,0.005294361,0.003914053,0.621609675,0.109314294
268,2017-06-06,2883.313697,1293.5,0.13090670699999998,0.010530708,0.6204445239999999,0.109179811
269,2017-06-07,2664.920863,1291.0,-0.07876586,-0.0019346110000000001,0.636352221,0.10946424099999999
270,2017-06-08,2683.03,1273.1,0.006772391,-0.013962241,0.642716428,0.109274434
271,2017-06-09,2827.4913,1266.55,0.05244309900000001,-0.005158203,0.641527111,0.109890759
272,2017-06-10,2845.372857,1266.55,0.006304264,0.0,0.642657449,0.109793469
273,2017-06-11,2898.63,1266.55,0.018544096,0.0,0.641475569,0.109590826
274,2017-06-12,2657.6750629999997,1266.4,-0.086786507,-0.000118439,0.6404746570000001,0.109389301
275,2017-06-13,2748.185086,1262.0,0.033489021,-0.003480465,0.648107995,0.10918878
276,2017-06-14,2706.0,1275.5,-0.015469195,0.010640493999999999,0.6477412020000001,0.109035577
277,2017-06-15,2442.48025,1254.55,-0.102457511,-0.016561316,0.647009706,0.1093268
278,2017-06-16,2464.9598140000003,1255.4,0.009161486,0.000677304,0.657539848,0.110247265
279,2017-06-17,2477.94,1255.4,0.005252065,0.0,0.656374067,0.110051225
280,2017-06-18,2507.389252,1255.4,0.011814503,0.0,0.655196812,0.10985326599999999
281,2017-06-19,2617.210263,1248.15,0.042866892000000004,-0.005791792,0.654072718,0.10965637199999999
282,2017-06-20,2600.0,1242.2,-0.00659752,-0.0047784540000000006,0.65433036,0.10958877800000001
283,2017-06-21,2671.04325,1242.5,0.026957681,0.000241478,0.653304192,0.10947876
284,2017-06-22,2727.288013,1250.8,0.020838587,0.006657868000000001,0.652621409,0.109285373
285,2017-06-23,2713.48,1255.7,-0.00507577,0.003909839,0.651713816,0.10928467300000001
286,2017-06-24,2589.164888,1255.7,-0.046896557,0.0,0.650672781,0.10916059199999999
287,2017-06-25,2512.366286,1255.7,-0.030110334,0.0,0.652181041,0.108969056
288,2017-06-26,2502.03,1245.25,-0.00412265,-0.008356873,0.652240631,0.108778525
289,2017-06-27,2517.903114,1249.55,0.006324055,0.0034471740000000003,0.65118535,0.108857496
290,2017-06-28,2585.349186,1248.0,0.026434122999999997,-0.001241217,0.650059951,0.108722123
291,2017-06-29,2558.3,1243.5,-0.010517605,-0.0036122859999999997,0.649389372,0.10853818400000001
292,2017-06-30,2477.641375,1242.25,-0.032035926,-0.001005733,0.648501684,0.10839726
293,2017-07-01,2501.191343,1242.25,0.009460106,0.0,0.648697636,0.10821333
294,2017-07-02,2421.26,1242.25,-0.03247909,0.0,0.647611243,0.10802806699999999
295,2017-07-03,2561.225429,1229.25,0.056197761,-0.010520024,0.647832782,0.10784375199999999
296,2017-07-04,2599.7298379999997,1223.75,0.014921704,-0.004484312,0.649266074,0.108080396
297,2017-07-05,2598.89,1220.3,-0.00032310000000000005,-0.002823185,0.648265849,0.10796765800000001
298,2017-07-06,2609.96775,1224.9,0.004253434,0.003762478,0.647198578,0.10781083
299,2017-07-07,2491.201214,1215.65,-0.046572855999999996,-0.007580295,0.646112044,0.10769323300000001
300,2017-07-08,2502.86,1215.65,0.0046690690000000005,0.0,0.647514766,0.107722073
301,2017-07-09,2536.238938,1215.65,0.013248173,0.0,0.646434675,0.107542107
302,2017-07-10,2366.170143,1211.9,-0.069409576,-0.0030895370000000003,0.645429558,0.10736303900000001
